avg_carbon	avg_chromium	Temperature	PhaseFraction	PhaseComposition_carbon PhaseComposition_chromium
1.8 27.6 1255 0.148563 8.86538 68.1525 
1.8 27.6 1260 0.147523 8.86475 68.0517 
1.8 27.6 1265 0.146471 8.86413 67.9518 
1.8 27.6 1270 0.145407 8.86351 67.853 
1.8 27.6 1275 0.144331 8.8629 67.755 
1.8 27.6 1280 0.143243 8.86229 67.658 
1.8 27.6 1285 0.142143 8.86169 67.5619 
1.8 27.6 1290 0.141031 8.86109 67.4668 
1.8 27.6 1295 0 8.85991 67.2781 
1.8 27.6 1300 0 8.85787 66.9507 
1.8 27.6 1305 0 8.85554 66.5786 
1.8 27.6 1310 0 8.85317 66.1985 
1.8 27.6 1315 0 8.85074 65.8098 
1.8 27.6 1320 0 8.84825 65.4117 
1.8 27.6 1325 0 8.8457 65.0035 
1.8 27.6 1330 0 8.84459 64.8257 
1.8 27.6 1335 0 8.84389 64.7147 
1.8 27.6 1340 0 8.84321 64.6056 
1.8 27.6 1345 0 8.84254 64.4984 
1.8 27.6 1350 0 8.84188 64.3931 
1.8 27.6 1355 0 8.84122 64.2873 
1.8 27.6 1360 0 8.84054 64.1777 
1.8 27.6 1365 0 8.83985 64.0686 
1.8 27.6 1370 0 8.83917 63.9599 
1.8 27.6 1375 0 8.8385 63.8517 
1.8 27.6 1380 0 8.83782 63.744 
1.8 27.6 1385 0 8.83715 63.6367 
1.8 27.6 1390 0 8.83649 63.53 
1.8 27.6 1395 0 8.83582 63.4237 
1.8 27.6 1400 0 8.83516 63.3179 
1.8 27.6 1405 0 8.8345 63.2125 
1.8 27.6 1410 0 8.83385 63.1076 
1.8 27.6 1415 0 8.83319 63.0032 
1.8 27.6 1420 0 8.83254 62.8993 
1.8 27.6 1425 0 8.8319 62.7959 
